# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 152K of event 'cycles'
# Event count (approx.): 554455153411
#
# Children      Self  Symbol                                          IPC   [IPC Coverage]
# ........  ........  ..............................................  ....................
#
     0.00%     0.00%  [.] 0x81072cfd471d8c33                          -      -            
     0.00%     0.00%  [.] 0x1dc99d6ca806bf06                          -      -            
     0.00%     0.00%  [.] 0xdf326bfb5e7b5e41                          -      -            
     0.00%     0.00%  [.] 0xfa71c905c7ae2426                          -      -            
     0.00%     0.00%  [.] 0x503c8d401e85d4f3                          -      -            
     0.00%     0.00%  [.] 0x29435e7088133c5b                          -      -            
     0.00%     0.00%  [.] 0x3ba251c336368765                          -      -            
     0.00%     0.00%  [.] 0xe84c61e2e06fc2f4                          -      -            
     0.00%     0.00%  [.] 0x737e6ecca75d71d5                          -      -            
     0.00%     0.00%  [.] 0x3281e5f2866846b7                          -      -            
     0.00%     0.00%  [.] 0xd12c352e2365b20d                          -      -            
     0.00%     0.00%  [.] 0xe04b1d570bc83930                          -      -            
     0.00%     0.00%  [.] 0x05736a86c8ee5f41                          -      -            
     0.00%     0.00%  [.] 0x26ca85b4389320ea                          -      -            
     0.00%     0.00%  [.] 0x16eaae578866ea42                          -      -            
     0.00%     0.00%  [.] 0xf35ea684d656ad54                          -      -            
     0.00%     0.00%  [.] 0x9e674f4b9aced88a                          -      -            
     0.00%     0.00%  [.] 0xbd95003b40a4885a                          -      -            
     0.00%     0.00%  [.] 0x7ee9740f4698a73b                          -      -            
     0.00%     0.00%  [.] 0x870b4370b4979ad5                          -      -            
     0.00%     0.00%  [.] 0x3aa722aa4dd5263a                          -      -            
     0.00%     0.00%  [.] 0x2e0820f23d8abe0b                          -      -            
     0.00%     0.00%  [.] 0x03e46acf23b3951b                          -      -            
     0.00%     0.00%  [.] 0xb00c8bbd7d2178eb                          -      -            
     0.00%     0.00%  [.] 0x4db96cfd630a71af                          -      -            
     0.00%     0.00%  [.] 0x7405d30adcfb7343                          -      -            
     0.00%     0.00%  [.] 0x955c01b3467a864f                          -      -            
     0.00%     0.00%  [.] 0x567873b0318ea4d0                          -      -            
     0.00%     0.00%  [.] 0xfbfd6ed529fa235b                          -      -            
     0.00%     0.00%  [.] 0xf8153188f0324ce3                          -      -            
     0.00%     0.00%  [.] 0x2246a5df905e24a4                          -      -            
     0.00%     0.00%  [.] 0xadd1111a8807e360                          -      -            
     0.00%     0.00%  [.] 0x77c6af94a2699567                          -      -            
     0.00%     0.00%  [.] 0xa0b8db1cb4013aaf                          -      -            
     0.00%     0.00%  [.] 0x0c597aba65d7e89e                          -      -            
     0.00%     0.00%  [.] 0x25b270c1ea191d26                          -      -            
     0.00%     0.00%  [.] 0x3e35508c430e1a47                          -      -            
     0.00%     0.00%  [.] 0x8d2f45bca766ec5b                          -      -            
     0.00%     0.00%  [.] 0x1803428ca6a875ae                          -      -            
     0.00%     0.00%  [.] 0xaafd33257e7d04e5                          -      -            
     0.00%     0.00%  [.] 0xbbd2bb1fa4c99dd9                          -      -            
     0.00%     0.00%  [.] 0x2a7f2495d91114e5                          -      -            
     0.00%     0.00%  [.] 0x715fc2452dc27e67                          -      -            
     0.00%     0.00%  [.] 0x92ade7d0d9acd005                          -      -            
     0.00%     0.00%  [.] 0x54c8120d35c02f08                          -      -            
     0.00%     0.00%  [.] 0x69d16f70f8eb9667                          -      -            
     0.00%     0.00%  [.] 0xc625001f1e1ee3ff                          -      -            
     0.00%     0.00%  [.] 0x70e334cef24a9b7a                          -      -            
     0.00%     0.00%  [.] 0xd7c54d0775e06693                          -      -            
     0.00%     0.00%  [.] 0x61d313ee820e2f67                          -      -            
     0.00%     0.00%  [.] 0x90610b407390dea2                          -      -            
     0.00%     0.00%  [.] 0xb786120b9a79f072                          -      -            
     0.00%     0.00%  [.] 0x94a0139017dcbd98                          -      -            
     0.00%     0.00%  [.] 0xc09e1d76fe05a8e1                          -      -            
     0.00%     0.00%  [.] 0xc0ac5375686e6ce9                          -      -            
     0.00%     0.00%  [.] 0x28956a0bc1d6c049                          -      -            
     0.00%     0.00%  [.] 0xa44a77abd1747bd7                          -      -            
     0.00%     0.00%  [.] 0x1f05dcf143381059                          -      -            
     0.00%     0.00%  [.] 0x72b2d8c362f20de1                          -      -            
     0.00%     0.00%  [.] 0xee552a587ce75cbb                          -      -            
     0.00%     0.00%  [.] 0x0000000005999ad8                          -      -            
     0.00%     0.00%  [.] 0x67eb62792a1b47e3                          -      -            
     0.00%     0.00%  [.] 0x0dbfaffdf09b354a                          -      -            
     0.00%     0.00%  [.] 0xc7e76cc04a85bfcd                          -      -            
     0.00%     0.00%  [.] 0xe21fb4f11f7a2b6c                          -      -            
     0.00%     0.00%  [.] 0x5dd0505ae753a293                          -      -            
     0.00%     0.00%  [.] 0xc54c869db198a4bf                          -      -            
     0.00%     0.00%  [.] 0xfeca713b5905a3ce                          -      -            
     0.00%     0.00%  [.] 0x6e9595fbd65f0837                          -      -            
     0.00%     0.00%  [.] 0x374cf3318e29ac6b                          -      -            
     0.00%     0.00%  [.] 0x807a425ab0f31e4d                          -      -            
     0.00%     0.00%  [.] 0xea005ae57020eb50                          -      -            
     0.00%     0.00%  [.] 0x1ea0692d1b2d6ad6                          -      -            
     0.00%     0.00%  [.] 0x8e05da5447e25960                          -      -            
     0.00%     0.00%  [.] 0x42dcc9d0a9d3381a                          -      -            
     0.00%     0.00%  [.] 0x4c4deae3131baf92                          -      -            
     0.00%     0.00%  [.] 0x26e9239d520f3241                          -      -            
     0.00%     0.00%  [.] 0xfdadb5d86fcc1740                          -      -            
     0.00%     0.00%  [.] 0x16fc4ab50109b51f                          -      -            
     0.00%     0.00%  [.] 0xea6494438b547c26                          -      -            
     0.00%     0.00%  [.] 0xd937404ec04410a2                          -      -            
     0.00%     0.00%  [.] 0xb0b34fef2567d91a                          -      -            
     0.00%     0.00%  [.] 0xb0ec149a12529af9                          -      -            
     0.00%     0.00%  [.] 0xd41979e56776dc78                          -      -            
     0.00%     0.00%  [.] 0xbaab3a23321a06cd                          -      -            
     0.00%     0.00%  [.] 0x1949dd9f9d13e376                          -      -            
     0.00%     0.00%  [.] 0x2c95dec380b7b0ef                          -      -            
     0.00%     0.00%  [.] 0x4b3535c96634153c                          -      -            
     0.00%     0.00%  [.] 0x990c3aad327b16be                          -      -            
     0.00%     0.00%  [.] 0x94f2f7ce067f43c5                          -      -            
     0.00%     0.00%  [.] 0x914702a0568e1791                          -      -            
     0.00%     0.00%  [.] 0x781efc2bc33f1c83                          -      -            
     0.00%     0.00%  [.] 0xde197882d58c4f13                          -      -            
     0.00%     0.00%  [.] 0x881a1d5fac32381e                          -      -            
     0.00%     0.00%  [.] 0xde9ab95f0e074c2d                          -      -            
